1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,-2.533361402316856e-16,5.793836218724896e-16,0,2.896918109362448e-16,-1.266149852201176e-05,0,-1.877070312214147e-05,0,-3.242186178696386e-16,0,-1.198828985362578e-05,-2.294285939943198e-05,0,2.216774895049101e-16,0,0,2.287491198474363e-05,1.407907017620229e-05,-2.046599500984673e-16,0,0,0,1.016228997285336e-05,5.623632039392642e-06,-6.493202303161128e-07,0,-5.793836218724896e-16,0,2.046599500984673e-16
