1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
5049468.112622859,3946735.636707053,4515902.685196916,4499620.118140382,4450414.996805189,4450414.996805189,4447737.319997798,4698471.96097918,4666132.826128357,4258952.564499093,4243026.966890092,4243026.966890092,4258952.564499093,4279496.286436406,4241483.383432847,4225404.234592507,4220848.37022983,4225404.234592507,4241483.383432847,4599763.351326746,4594596.969247855,4573873.08484541,4572439.084940404,4573873.08484541
