1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.796615679,0,1.497179733,1.34746176,1.646897706,0,1.497179733,1.796615679,0,2.641670276,0,2.458449881,3.004772075,0,0.9784903264021277
