1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
168.284572847036,36.79130936409916,36.79130936409916,36.79130936409916,21.96894978533386,14.82235957876529,14.82235957876529,131.4932634829368,131.4932634829368,35.33427990544168,23.20687425843535,12.12740564700633,96.15898357749518,96.15898357749518,44.08166688083033,24.31812850120504,24.31812850120504,19.76353837962529,52.07731669666484,52.07731669666484,52.07731669666484,27.3647919070056,27.3647919070056,24.71252478965924
