2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
11.85492555433279,11.85492555438182,11.85492555400777,11.85492555399886,11.85492555399781,11.85492555399846,11.85492555399808,11.85492555566591,11.85492555609213,11.85492555611195,11.85492555611866,11.85492555611491,11.85492555632325,11.8549255566032,11.85492555662869,11.8549255566366,11.85492555664479,11.85492555663334,11.85492555654775,11.85492555630777,11.85492555629718,11.85492555629664,11.85492555629569,11.85492555629506,11.85492555322006,11.85492555563349,11.85492555401155,11.85492555659508,11.85492555631105
