1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2317117.580713852,316882.3277416169,51673.34414991265,153893.9853195831,101896.9460057828,51000.62381233167,101909.1079328658,111298.6996647425,1272899.930266606,48729.92103334931,77720.70846646765,58350.85333873911,1623688.358071404,202544.3633097688,402517.1818851727,29046.31004634721,57998.51384321907,48407.88242745253,840630.116703107,109275.3374213812,435870.5223056815,108704.2832417697,347624.5314388669,83783.5445641033
