2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0,0,0,21.969135226,0,14.822545064,0,0,0,23.20705973299999,12.12759114,0,0,0,0,24.317757654,19.763352879,0,0,0,0,27.364606515,24.71243214040213,0,0,0,0,0
