1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
4136985,3946735.636707053,3833529.321458641,4499620.118140382,4450414.996805189,4438638.493137335,4447737.319997798,4442377.124415092,4666132.826128357,4258952.564499093,4243026.966890092,4232000.523083111,4240770.91000943,3943021.627783068,4241483.383432847,4225404.234592507,4220848.37022983,4211721.857149504,4220388.757241693,4196447.14786691,4594596.969247855,4573873.08484541,4572439.084940404,4567847.260032479,4562274.248326764,5049468.112622859,4698471.96097918,4515902.685196916,4279496.286436406,4599763.351326746
