1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
11.85492555399781,11.85492555399808,11.85492555629569,11.85492555629506,11.85492555611866,11.85492555611491,11.85492555664479,11.85492555663334,11.85492555611866,11.85492555629506,11.85492555399781,11.85492555664479,11.85492555629569,11.85492555629569,11.85492555629506
