1,2
4000000.000000002,3605891.352590454
4000000.000000002,3729966.323100585
4000000.000000002,3842069.599380899
4000000.080322193,3936258.947361662
4255305.513372419,4054086.290291907
4499999.748087902,4171137.393160791
4499999.999999999,4220749.191374507
4499999.999999999,4116300.892311342
4499999.831786607,4134762.525001011
4249999.999999998,4088995.57836398
4000000.1682134,3931387.2354363
4000000.000000002,3391064.266288746
4000000.000000002,3408693.952075153
4000000.000000002,3441533.380453187
4000000.1682134,3623882.21162686
4249999.999999998,3792261.786103802
4499999.831786607,3916500.616712156
4499999.999999999,3931225.023902495
4499999.999999999,3990673.497796987
4499999.999999999,3842433.935691675
4499999.999999999,3784036.134949907
4499999.919677809,3658054.736039029
4244694.486627583,3457720.847841513
4000000.251912095,3499464.106842248
4000000.000000002,3605891.352590454
