1,2
4917266.44531707,4748010.174358176
4941424.030950756,4907931.497088074
4968841.477518565,5052262.93868182
4994707.410546561,5173415.407114557
5212304.304663877,5324826.69259782
5439156.722273368,5475082.483417742
5468517.247016882,5538718.945997698
5453877.761590555,5404675.726801909
5453676.788715066,4813490.996648077
5258576.161402499,4296205.127154071
5027854.479317579,3931665.031204633
4904661.857753275,4470672.347408255
4883569.14411805,4493454.531001615
4885411.752011483,4535879.926306563
4915392.475858815,4771211.325897131
5146550.688840943,4988141.898811745
5385484.700603587,5147985.468348759
5407647.081611338,4529280.971745686
5420093.859310977,3990695.998881494
5399975.420420483,3842438.659641114
5387096.836288478,3784039.375645875
5367878.920056078,3777239.616092147
5128356.903122474,4329639.175958194
4915998.30467622,4556758.719151588
4917266.44531707,4748010.174358176
