1,2
4917222.555637837,4747999.983729207
4941382.641687498,4907922.597882156
4968802.524982725,5052254.650124877
4994670.537112579,5173407.645096478
5212261.372804461,5324818.175671412
5439110.228556313,5475073.797763225
5468474.398541452,5538711.976370409
5453833.156709437,5404672.109886857
5453632.282734742,4813497.870657194
5258539.15288414,4296206.314595568
5027820.392340799,3931664.528203881
4904615.770046814,4470656.82669017
4883521.498468513,4493450.411673512
4885364.507536169,4535875.555731005
4915348.639451381,4771202.981574779
5146501.738276196,4988132.930719337
5385432.222767395,5147976.274739279
5407597.951565047,4529283.973297272
5420046.013654061,3990696.151022756
5399925.017538195,3842434.15809019
5387044.965600831,3784034.151429328
5367824.56993039,3777228.944938518
5128307.707191012,4329618.434246312
4915954.977374041,4556746.509252114
4917222.555637837,4747999.983729207
