1,2
13.05882988911297,38.99830915480124
15.40700808226083,43.83609431207308
18.26172962558895,49.48510285199213
21.38226088393481,56.03205700447132
22.04856972783086,63.61228707783187
23.35944721072831,72.31261265314663
26.84505607399664,81.53352711710055
26.68961804791847,85.50948773207772
25.96643095580992,82.37392331898781
27.7801682734193,77.36922135114409
26.35763005684789,71.59290295591303
19.35999653974063,63.26664427753366
20.85493614497164,70.24452991976239
23.28695867894037,78.16254207480412
26.87279696900323,85.50976632780942
26.21190462748551,90.56749436104903
24.09679847367909,88.12660887385367
24.03953028363107,85.47082923083083
23.01337991164803,80.52458783698046
19.5177173671154,73.57479973442861
15.0512708637969,59.52146601735612
9.961127235840703,38.41287047556419
9.02669176645164,33.14155150906691
11.09334673776103,37.05629984903926
13.05882988911297,38.99830915480124
