1,2
1.25,38.98779779615506
1.25,43.82622009387485
1.25,49.47530942421915
1.25,56.02229543971087
1.25,63.60233390516827
1.25,72.30242117237691
1.25,81.5238190583093
1.25,85.50010895839984
1.25,82.36982902794658
1.25,78.83840593992811
1.25,71.59370238573477
1.25,63.24733322652595
1.25,70.23499527301063
1.25,78.15303733537553
1.25,85.50010972470889
1.25,90.55779403294575
1.25,88.11669799008496
1.25,85.46662677388632
1.25,80.52505426104521
1.25,73.57498654285703
1.25,59.52179062786641
1.25,38.41197341633779
1.25,29.99634098433254
1.25,33.20432132189076
1.25,38.98779779615506
