1,2
3.017770707570364e-06,2.447159657160223e-06
3.112942362236958e-06,2.982581176518212e-06
3.225975959036647e-06,3.60816304317039e-06
3.337898192930765e-06,4.292102132413272e-06
4.553651705395836e-06,5.477772175195015e-06
6.784490027326311e-06,7.312166852459253e-06
7.209438116141595e-06,8.443312000351777e-06
6.99307811448878e-06,6.346418480104447e-06
6.994051018019406e-06,2.643195101298884e-06
4.901874251526987e-06,1.421602121701838e-06
3.489205050669549e-06,8.661400998753966e-07
2.969403115643708e-06,1.758328154486541e-06
2.891197907664671e-06,1.80666338279761e-06
2.897937306484496e-06,1.899898833121959e-06
3.011007844189599e-06,2.519897384198023e-06
4.124183141960174e-06,3.311232165336197e-06
6.111579259369632e-06,4.13440129132478e-06
6.375689786498739e-06,1.884814818758675e-06
6.531419587060188e-06,9.478350929901026e-07
6.281119643344387e-06,7.496829146308659e-07
6.12949229832467e-06,6.75838676291682e-07
5.913619323899387e-06,6.690323501192135e-07
4.015577284589068e-06,1.484947358143067e-06
3.012827112329469e-06,1.948583095568688e-06
3.017770707570364e-06,2.447159657160223e-06
