1,2
3000034.110487714,1929477.463809471
3000034.812572411,1828055.983335545
3000035.414377797,1782571.907561237
3000035.890229968,1746440.469284151
3000036.245446717,1832205.555146283
3000036.571651532,1886377.938249379
3000036.837637108,1744913.974722578
3000036.790341935,1341572.341811319
3000035.878097348,94247.67579693846
3000036.431538932,9.886719715357506
3000036.418146831,43.81452539569307
3000035.831254573,1991689.091171818
3000036.136908156,1340943.073081225
3000036.445753012,1240290.459501607
3000036.579110693,1640492.627696506
3000036.763205347,1799081.352693037
3000036.752048378,1871955.217872065
3000036.63679591,175683.6400635695
3000036.57727014,3.924334422714876
3000036.184662079,3.95431937223022
3000035.334111758,3.406921907459136
3000033.272136273,189344.8005378893
3000032.2182546,2000018.586399675
3000033.156589043,2000019.688849594
3000034.110487714,1929477.463809471
