1,2,3,4,5
38.98779779615506,41.3116388997325,42.08911421809654,41.3116388997325,42.08911421809654
43.82622009387485,46.34004972265287,47.20883184874142,46.34004972265287,47.20883184874142
49.47530942421915,52.19752069173163,53.23529119732812,52.19752069173163,53.23529119732812
56.02229543971087,59.08226196050864,60.2553637219611,59.08226196050864,60.2553637219611
63.60233390516827,67.45762837372031,68.37193620836746,67.45762837372031,68.37193620836746
72.30242117237691,78.00265889414962,77.1060237099872,78.00265889414962,77.1060237099872
81.5238190583093,93.85828470816023,84.84769331827471,93.85828470816023,84.84769331827471
85.50010895839984,142.4994329856922,87.49909750327424,142.4994329856922,87.49909750327424
82.36982902794658,142.5000538821581,83.7135649798541,142.5000538821581,83.7135649798541
78.83840593992811,142.5000040163489,78.70022571321344,142.5000040163489,78.70022571321344
71.59370238573477,142.4999740520337,72.90623648100279,142.4999740520337,72.90623648100279
63.24733322652595,69.43393017554172,67.64688731068111,69.43393017554172,67.64688731068111
70.23499527301063,76.93178392330768,74.29276302031731,76.93178392330768,74.29276302031731
78.15303733537553,87.35029930825155,82.0941247791389,87.35029930825155,82.0941247791389
85.50010972470889,102.9782787184019,89.43474105152835,102.9782787184019,89.43474105152835
90.55779403294575,142.4999263056567,93.15770719181529,142.4999263056567,93.15770719181529
88.11669799008496,142.5000486330364,90.53163906885158,142.5000486330364,90.53163906885158
85.46662677388632,142.5000873372895,87.11813685434471,142.5000873372895,87.11813685434471
80.52505426104521,142.5000666734877,82.20827294741147,142.5000666734877,82.20827294741147
73.57498654285703,142.5001016148972,73.86351495258217,142.5001016148972,73.86351495258217
59.52179062786641,142.5000128242442,58.63321964279428,142.5000128242442,58.63321964279428
38.41197341633779,71.24994541189292,41.12665432479426,71.24994541189292,41.12665432479426
29.99634098433254,32.44908347298603,35.48839916505813,32.44908347298603,35.48839916505813
33.20432132189076,36.03336684652281,38.88768938758306,36.03336684652281,38.88768938758306
38.98779779615506,41.3116388997325,42.08911421809654,41.3116388997325,42.08911421809654
