1,2,3,4
92.04198041385061,19.87425127337989,33.17721010841218,-11.80176566512958
88.85586301178893,18.65628953801554,33.10698688956648,-12.15229991568222
86.43478804881789,17.93109432615017,33.31346996417869,-12.4080931559182
84.49971684597674,17.63208260554342,33.80743070997428,-12.57612775690972
89.01428811163054,18.52425782480321,34.92964342730943,-12.9274795348452
95.01292483906715,21.19771743568226,36.05525141895908,-13.36036735790928
96.26225540299491,25.34201871665475,36.18771390322705,-13.53646874128151
100.4922396064621,74.06300961489332,36.14444488750877,-14.80542106542836
99.04269863130287,63.33563375463414,30.47863213275892,-12.05464888562516
93.46372517787114,60.97539844491767,25.60566645519007,-9.4076137830337
89.58172654121738,56.5409597182096,22.34736087865162,-7.802283105777673
102.624094979972,38.67555914565073,27.1628993040983,-11.82847811476693
97.16023188416816,32.95036509020036,26.21275774478787,-12.25470762627535
95.80551430235384,32.55996442523375,25.86381850487861,-12.25809780060831
90.61695824310624,33.18816738766845,27.98221394902773,-13.1579818747736
94.06208382107302,51.24280546340614,31.64209363759531,-14.45635807687402
100.443805253709,53.68690383719638,35.84254554960621,-15.08340213823206
102.9354869548664,54.88537071890982,33.27593385834581,-11.02043868277405
101.6175590033549,56.64517005247841,31.01870665204295,-7.401518655440343
106.6698632428875,53.20859827909038,31.30796971682403,-6.834605455147385
107.2021550920966,50.68428403807869,30.66131487404642,-6.790117412074223
110.1894275851979,46.48116460972068,45.63831138048376,-3.6993318488704
107.7844172900654,27.40796527051345,33.48276022665278,-9.816620106731598
96.81807385679498,22.32073709057033,33.35067647104153,-11.14361379144552
92.04198041385061,19.87425127337989,33.17721010841218,-11.80176566512958
